review_text,review_rating,review_timestamp,clean_review
Very good gps !!!,5,08-11-2010 01:20,very good gps
Love the live reviews. The help from others to let us know there's a traffic jam is good looking out. Thanks to all that subscribe.,5,29-04-2012 22:20,love the live reviews the help from others to let us know there s a traffic jam is good looking out thanks to all that subscribe
Very helpful with traffic and learning my favorite routes,5,01-08-2012 18:07,very helpful with traffic and learning my favorite routes
"Real-time updates are convenient, but street names keep disappearing in some areas.",4,03-08-2011 17:37,real time updates are convenient but street names keep disappearing in some areas
Will save you time and you will get familiar with new routes,5,08-10-2011 08:57,will save you time and you will get familiar with new routes
Amazing. Can't live without it.,5,04-10-2012 14:49,amazing can t live without it
On TOP,5,26-05-2012 04:34,on top
"Muitas ruas ṇo esṭo mapeadas, poderia usar Google Maps para maior fiabilidade.",5,08-01-2011 01:26,muitas ruas n o est o mapeadas poderia usar google maps para maior fiabilidade
why is the screen aways blinking ?,3,09-05-2012 03:57,why is the screen aways blinking
"I love this app must have......I dony know what I would do without it def,5 stars",5,31-08-2012 22:56,i love this app must have i dony know what i would do without it def 5 stars
"Waze can never find gps on the first open, takes 3-4 restarts to work",1,19-07-2012 12:08,waze can never find gps on the first open takes 3 4 restarts to work
Galaxy S2    very useful,5,02-11-2012 11:22,galaxy s2 very useful
Force closes...a LOT.,3,11-02-2012 23:08,force closes a lot
It's sad to give a bad review bc I love this app and use it a lot...but not being able to view future navigation is not only extremely dangerous ( especially in a big city) but an inconvenience. Also would be nice to know what side of the street the destination is on. Once address is saved as favorite cannot go back to view the street number and name...just 1 of the nuisances that could be improved. Also unreliable.,1,15-06-2012 00:11,it s sad to give a bad review bc i love this app and use it a lot but not being able to view future navigation is not only extremely dangerous especially in a big city but an inconvenience also would be nice to know what side of the street the destination is on once address is saved as favorite cannot go back to view the street number and name just 1 of the nuisances that could be improved also unreliable
"Great app ,great idea, more users every day will make it even better.",5,25-10-2010 04:28,great app great idea more users every day will make it even better
I enjoy using this app and have found it more useful than the other two I have available once you get familiar with the controls.,5,01-01-2012 22:31,i enjoy using this app and have found it more useful than the other two i have available once you get familiar with the controls
good.  real traffic  feed  from other user.  turn by turn navigation.,5,08-09-2012 10:16,good real traffic feed from other user turn by turn navigation
Use every day... luv it,5,01-09-2012 00:48,use every day luv it
It never seems to be able to sinc with the gps on my phone. It can't seem to find where I am.   It seems like it could be a fun app. If it ever worked.,2,28-06-2012 03:14,it never seems to be able to sinc with the gps on my phone it can t seem to find where i am it seems like it could be a fun app if it ever worked
"Great app. Accurate. The data gathered from other users and the ability to interact with fellow drivers are very useful for dodging potential traffic delays. I would love to be able to send/receive coordinates (directions) from others, as well as other gps features, but Waze is meant as a fun driving social network more than a full featured traffic guide, so its already good as is.  PS. It doesn't allow you to text while driving. You'd have to be the passenger.",5,20-07-2012 13:38,great app accurate the data gathered from other users and the ability to interact with fellow drivers are very useful for dodging potential traffic delays i would love to be able to send receive coordinates directions from others as well as other gps features but waze is meant as a fun driving social network more than a full featured traffic guide so its already good as is ps it doesn t allow you to text while driving you d have to be the passenger
"Just like most said, it locked my phone up (droid eris)",1,01-05-2010 13:44,just like most said it locked my phone up droid eris
That I could view the scoreboard. Always seems to not work.,4,22-07-2012 02:42,that i could view the scoreboard always seems to not work
Fabulous idea.. Early days but join in and participate!,4,17-06-2011 18:43,fabulous idea early days but join in and participate
I'm learning new ways to navigate my backyard download this app,5,08-11-2012 02:30,i m learning new ways to navigate my backyard download this app
Awsome app love it!,5,17-07-2012 19:35,awsome app love it
Navigation not so accurate and getting gps fix n route calculation takes ages.,3,21-11-2010 03:35,navigation not so accurate and getting gps fix n route calculation takes ages
Love it but having a lot if glitches that need to be fixed.,3,05-08-2012 17:01,love it but having a lot if glitches that need to be fixed
You'll love it too the day it saves you a few minutes.,5,22-03-2012 22:36,you ll love it too the day it saves you a few minutes
"This is really nice.  It has showed me cameras at intersections I never knew were there. Tells me when police are near, but that depends on the refresh rate cause sometimes there is nothing there. Its been very helpful. although sometimes it tells me what's up ahead and sometimes it doesn't. I've had to restart the program a few times to get it to work right but most of the time I've used, it, it has worked very well.",4,06-05-2012 22:23,this is really nice it has showed me cameras at intersections i never knew were there tells me when police are near but that depends on the refresh rate cause sometimes there is nothing there its been very helpful although sometimes it tells me what s up ahead and sometimes it doesn t i ve had to restart the program a few times to get it to work right but most of the time i ve used it it has worked very well
