review_text,review_rating,review_timestamp,clean_review
The pick-up location provided to the driver was wrong 99% of the time which resulted to a longer wait time.,3,2016-07-04T17:39:25.000Z,the pick up location provided to the driver was wrong 99 of the time which resulted to a longer wait time
Very efficient and safe a must have for commuters,5,2013-10-16T01:42:31.000Z,very efficient and safe a must have for commuters
App shuts down when I switch to get the sms pin for credit card transaction.,1,2015-10-23T11:41:21.000Z,app shuts down when i switch to get the sms pin for credit card transaction
Can use it ðŸ‘,5,2016-05-17T01:56:29.000Z,can use it
Had a hard time booking a ride bc of choosy drivers.,4,2015-09-02T09:17:24.000Z,had a hard time booking a ride bc of choosy drivers
Kemana2 jadi lebih gampang. Drivernya ramah2. Thankyou^^,5,2016-06-18T14:30:10.000Z,kemana2 jadi lebih gampang drivernya ramah2 thankyou
"Worked well, but not during rush hour in downtown manila.",4,2015-03-21T08:40:08.000Z,worked well but not during rush hour in downtown manila
Pelayanan nya bagus dan sering mengadakan promo,5,2016-11-03T04:32:05.000Z,pelayanan nya bagus dan sering mengadakan promo
"I really comfort to used this aplication,thank you",5,2016-10-23T11:30:28.000Z,i really comfort to used this aplication thank you
This is nice. However if you know the route and it is fast. Seems that uber can give you cheaper price,4,2016-11-07T13:50:21.000Z,this is nice however if you know the route and it is fast seems that uber can give you cheaper price
Grab taxi helps me with my travels.,4,2016-08-06T01:50:51.000Z,grab taxi helps me with my travels
It's not friendly at all. Until now I can't figure out how to schedule a trip. And the last time I took a GrabCar it told me the car was only 12 mins away... it turned out that i waited for almost an hour for the car to arrive! Frustrating!,2,2016-10-26T12:38:56.000Z,it s not friendly at all until now i can t figure out how to schedule a trip and the last time i took a grabcar it told me the car was only 12 mins away it turned out that i waited for almost an hour for the car to arrive frustrating
Apps Fast response and good promotion. Love taking Grabs.,5,2016-11-29T15:51:23.000Z,apps fast response and good promotion love taking grabs
Really good.. a lot better from their competitors,5,2015-10-28T06:43:17.000Z,really good a lot better from their competitors
Abs di update malaj ga loading gps nya..,2,2016-10-15T04:58:38.000Z,abs di update malaj ga loading gps nya
Taxi drivers don't care if they cancel on you had good first experience. Then many drivers just cancel if they find a better call. Had this happen many times. Grab taxi need to remove these people.,1,2015-03-21T02:14:16.000Z,taxi drivers don t care if they cancel on you had good first experience then many drivers just cancel if they find a better call had this happen many times grab taxi need to remove these people
Easiest way to book a taxi!!!,5,2014-04-01T00:23:44.000Z,easiest way to book a taxi
Love it. Got taxi in two minutes.,4,2014-11-26T13:13:41.000Z,love it got taxi in two minutes
"I've been trying to sign up using a referral from one of my friends (code 115269) but it always has an error that says ""Registration failed. Please check your data and try again."" Can't even sign up properly how to use???",1,2016-01-09T16:39:50.000Z,i ve been trying to sign up using a referral from one of my friends code 115269 but it always has an error that says registration failed please check your data and try again can t even sign up properly how to use
Easy to use and simple,5,2016-08-16T13:24:13.000Z,easy to use and simple
I love it! It is so easy to use and very convenience,5,2015-06-25T07:22:19.000Z,i love it it is so easy to use and very convenience
Easy to use in singapore,5,2014-11-09T02:41:10.000Z,easy to use in singapore
Mangssstaabbsss pokoknya,5,2016-09-23T15:44:02.000Z,mangssstaabbsss pokoknya
Absolutely essential in those areas where taxis are difficult to find.,4,2015-05-22T11:41:23.000Z,absolutely essential in those areas where taxis are difficult to find
Good service but sometimes no one accepts our request otherwise good service,5,2015-05-10T09:45:45.000Z,good service but sometimes no one accepts our request otherwise good service
No option to switch it off,2,2016-10-17T11:06:33.000Z,no option to switch it off
Good job Grab. I like the driver and the apps.,5,2016-12-04T07:32:03.000Z,good job grab i like the driver and the apps
why i can't cancel my booking,1,2016-10-17T17:39:46.000Z,why i can t cancel my booking
Very reliable,5,2014-06-01T22:45:12.000Z,very reliable
"Courteous, knowledgeable drivers. Always on time.",5,2014-07-17T12:16:27.000Z,courteous knowledgeable drivers always on time
Easy to use it!!,5,2015-07-26T14:26:10.000Z,easy to use it
It is amazing app...,5,2016-10-11T15:53:13.000Z,it is amazing app
Book from 2000 until 2130 no even one taxi is available=.=,1,2015-04-28T13:25:18.000Z,book from 2000 until 2130 no even one taxi is available
"Good service from the drivers, but some drivers might need further education regarding bike services.",5,2016-12-07T15:31:07.000Z,good service from the drivers but some drivers might need further education regarding bike services
"P70 booking fee applies to all, even if the driver is very close. I do like that you get the drivers picture(assuming they uploaded), plate number, ability to call them and you can track where they are and how long til pick up.  Update 8/17: just because you use this service won't mean you'll be immune to the crap drivers try to pull! I just had a driver take me the back way claiming ""flooding""  on edsa. I have mmda app and twitter. When I called him out, he kicked me out in middle of Cubao in the rain!",4,2013-08-17T10:31:44.000Z,p70 booking fee applies to all even if the driver is very close i do like that you get the drivers picture assuming they uploaded plate number ability to call them and you can track where they are and how long til pick up update 8 17 just because you use this service won t mean you ll be immune to the crap drivers try to pull i just had a driver take me the back way claiming flooding on edsa i have mmda app and twitter when i called him out he kicked me out in middle of cubao in the rain
"Fast, sure, countable, but yet still take some time to found and wait for the vehicle coming.  Ecspecially in remote location,we should approach to the nearest meeting point. But overall it provides a good service",5,2015-06-19T00:30:28.000Z,fast sure countable but yet still take some time to found and wait for the vehicle coming ecspecially in remote location we should approach to the nearest meeting point but overall it provides a good service
Sometimes apps will reset by itself and u will have double booking ;( but da rest is ok,5,2015-07-31T08:39:07.000Z,sometimes apps will reset by itself and u will have double booking but da rest is ok
"Never work, always stuck on finding bidding",1,2015-08-29T02:15:05.000Z,never work always stuck on finding bidding
I denied the access call function and now i can't even open the app to allow it,1,2016-11-06T16:57:14.000Z,i denied the access call function and now i can t even open the app to allow it
"Untuk di indonesia, khususnya jakarta grab bike sangat bisa di andalkan. Pada malam hari sangat jarang jasa tukang ojek, tetapi dengan grab bike pada malam haripun masih ada yang beroperasi. Driver sangat ramah, open, dan bersahabat. Bintang lima buat grabtaxi (grabBike) :)",5,2015-06-29T16:41:31.000Z,untuk di indonesia khususnya jakarta grab bike sangat bisa di andalkan pada malam hari sangat jarang jasa tukang ojek tetapi dengan grab bike pada malam haripun masih ada yang beroperasi driver sangat ramah open dan bersahabat bintang lima buat grabtaxi grabbike
This app manage to help me find cab 95% all time. Loving it. Just that there was one time I cant detect any cab at all even I try to change the location. Reinstall the app and it work again. Anyway great job developers!,5,2014-06-18T22:02:24.000Z,this app manage to help me find cab 95 all time loving it just that there was one time i cant detect any cab at all even i try to change the location reinstall the app and it work again anyway great job developers
Great application. The taxi drivers always reaches really quick. And I get cabs really fast too. And plus no extra booking charge!,5,2014-11-28T14:38:47.000Z,great application the taxi drivers always reaches really quick and i get cabs really fast too and plus no extra booking charge
Bagus. Nyaman Dan murah. Banyakin promonya lagi dong. Misalnya 10 Kali pakai gratis 1 Kali...,5,2016-08-13T16:19:41.000Z,bagus nyaman dan murah banyakin promonya lagi dong misalnya 10 kali pakai gratis 1 kali
always driving me faithfully,5,2015-11-15T10:06:28.000Z,always driving me faithfully
Reliable apps when you need fast transport solution,4,2015-05-29T03:45:13.000Z,reliable apps when you need fast transport solution
Is there any booking charge,5,2015-03-23T08:42:53.000Z,is there any booking charge
Unable to register. Did not get any verification code sms to my number although I clicked resend.,1,2016-06-05T13:21:37.000Z,unable to register did not get any verification code sms to my number although i clicked resend
Concept is good however this app is not usable for me since it can't ever find my home address on any of the search engines. Which is weird since if I use Google maps I am able to pinpoint my home address.,2,2014-06-23T09:53:24.000Z,concept is good however this app is not usable for me since it can t ever find my home address on any of the search engines which is weird since if i use google maps i am able to pinpoint my home address
The taxi drivers are sooo picky and impossible to get a cab when you most need it.. Crappy service,1,2015-08-04T13:23:03.000Z,the taxi drivers are sooo picky and impossible to get a cab when you most need it crappy service
Makes booking cabs a breeze and better response than the heard. Love the new payment by card  feature,5,2015-06-02T00:15:42.000Z,makes booking cabs a breeze and better response than the heard love the new payment by card feature
